document_id	courier_id	year	record_number	pages	catalogue_title	authors	filename
3161	74807	1978	46334	[50]	UNESCO's General Conference (20th session, 1978)		1978_074807_46334.txt
3162	78438	1978	45102	[4, 5, 6, 7, 8, 32]	Learning to share the same globe	Platt, William J.	1978_078438_45102.txt
3163	78438	1978	45104	[16, 17, 18, 19, 20, 21]	Space co-operation in orbit: the benefits of international research programmes	Leonov, Aleksei Arkhipovich	1978_078438_45104.txt
3164	78438	1978	45105	[8, 9, 10, 11, 12, 13, 14, 15]	The Colourful world of 'Third Theatre': testing new forms of communication at a unique theatre 'laboratory'	Taviani, Ferdinando	1978_078438_45105.txt
3165	78438	1978	45139	[22, 23, 24, 25]	How risky is genetic engineering? Scientists from 24 countries review the latest findings	Behrman, Daniel	1978_078438_45139.txt
3166	78438	1978	45143	[27, 28, 29, 30]	Brunelleschi, the Florentine who launched Renaissance architecture	Gurrieri, Francesco	1978_078438_45143.txt
3167	44064	1979	44017	[4, 5, 6, 7, 8, 9]	Are we heating up our planet? A new global programme to examine man's impact on the climate	Kellogg, William W.	1979_044064_44017.txt
3168	44064	1979	44037	[10, 11, 12, 13, 14, 15]	The Vital statistics of the Mayan language	Kuzmishchev, Vladimir A.	1979_044064_44037.txt
3169	44064	1979	44068	[35, 36, 37]	A World's-eye view of history	Barraclough, Geoffrey	1979_044064_44068.txt
3170	44064	1979	44369	[28, 29, 30, 31, 32, 33]	The Bewitched reality of Haitian art	Depestre, René	1979_044064_44369.txt
3171	44064	1979	44371	[15]	The Ancient ways of the Mayas	Knorozov, Yuri	1979_044064_44371.txt
3172	44064	1979	187236	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	The Huichol Indians: a pre-Columbian culture in Mexico today	Negrín, Juan	1979_044064_187236.txt
3173	44515	1979	44513	[4, 5, 6, 7, 8, 9, 10, 11, 24]	A New dawn for Sukhothai: with UNESCO aid Thailand is restoring an ancient metropolis to its former splendour	Diskul, M.C. Subhadradis	1979_044515_44513.txt
3174	44515	1979	44514	[12, 13, 14, 15, 16, 17]	Common heritage or licence to exploit? A new world economic order, a hard look at its meaning for international law	Bedjaoui, Mohammed	1979_044515_44514.txt
3175	44515	1979	44520	[22, 23, 32, 33, 34]	The Mystery of Elche: a seven-century-old sacred drama performed each year in a Spanish city	Langlois, Juan Carlos	1979_044515_44520.txt
3176	44515	1979	44522	[35, 36, 37, 38]	Janusz Korczak, the doctor who lived and died for children	Tomkiewicz, Stanislaw|Maffioli, Béatrice	1979_044515_44522.txt
3177	44515	1979	44523	[39, 40, 41]	Remembering Margaret Mead	Lévi-Strauss, Claude	1979_044515_44523.txt
3178	44515	1979	187812	[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]	The Royal tombs of Macedon: a surprising archaeological find that may be the tomb of Philip, father of Alexander the Great	Andronicos, Manolis	1979_044515_187812.txt
3179	45086	1979	45085	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	The Holy places of upper Nepal	Jest, Corneille	1979_045086_45085.txt
3180	45086	1979	45088	[25, 26, 27, 28]	The Buddhist vision in Thai art	Wichiencharoen, Adul	1979_045086_45088.txt
3181	45086	1979	45089	[29, 30, 31, 32]	Ancient gold from the melting-pot of Central Asia	Sarianidi, Viktor I.	1979_045086_45089.txt
3182	45086	1979	45099	[35, 36, 37, 38, 39, 40, 41]	The Paintings of Pagan; temple walls that tell the story of the Buddha's many lives	Wenk, Klaus	1979_045086_45099.txt
3183	45086	1979	187387	[5, 6, 7, 8]	A Chinese emperor's clay army	Gu Wenjie	1979_045086_187387.txt
3184	74768	1979	43979	[4, 5, 6, 7, 8, 34]	The Silenced majority: two thousand million children in search of their rights	Boulding, Elise	1979_074768_43979.txt
3185	74768	1979	43980	[9, 10, 11, 12]	Cradled in hunger: half the world's children under six are victims of malnutrition	Monckeberg Barros, Fernando	1979_074768_43980.txt
3186	74768	1979	44004	[13, 14, 15, 16]	The Sting in the fairy tale	Adoum, Jorge Enrique	1979_074768_44004.txt
3187	74768	1979	44010	[17, 20, 21, 22]	The Road to self-expression: awakening the latent language skills of handicapped children	McKenna, Anne	1979_074768_44010.txt
3188	74768	1979	44012	[18, 19]	Declaration of the rights of the child		1979_074768_44012.txt
3189	74768	1979	44015	[27, 28, 29, 30, 31]	What's in a name?	Gratiot-Alphandéry, Hélène	1979_074768_44015.txt
3190	74768	1979	44016	[32, 33]	Children in the never, never land of exile	Comité intermouvements auprès des évacués	1979_074768_44016.txt
3191	74769	1979	44073	[4, 5, 6, 7, 8, 9]	Television in focus	Halloran, James Dermot	1979_074769_44073.txt
3192	74769	1979	44078	[10, 11, 12]	Mass media: the new Pied Piper	Goto, Kazuhiko	1979_074769_44078.txt
3193	74769	1979	44083	[13, 14]	Children are born actors	Truffaut, François	1979_074769_44083.txt
3194	74769	1979	44086	[15, 16, 17]	African childhood	Laye, Camara	1979_074769_44086.txt
3195	74769	1979	44090	[20, 21, 22, 24]	Children's books in an audio-visual age	Soriano, Marc	1979_074769_44090.txt
3196	74769	1979	44091	[27]	UNESCO and the International Year of the Child		1979_074769_44091.txt
3197	74769	1979	44092	[32, 33]	What should we do with whizzkids?	Petrovsky, Arthur Vladimirovich	1979_074769_44092.txt
3198	74769	1979	44093	[28, 29, 30, 34]	Racism in textbooks: Through other eyes	Ortego, Hugo O.	1979_074769_44093.txt
3199	74769	1979	44095	[31]	Racism in textbooks: How racism takes root	Banfield, Beryle	1979_074769_44095.txt
3200	74770	1979	44106	[15, 16]	The Arms race: The Quality spiral		1979_074770_44106.txt
3201	74770	1979	44107	[10, 11, 12, 13, 14]	New technologies for overkill		1979_074770_44107.txt
3202	74770	1979	44108	[6, 7, 8, 9]	The Arms race: Military expenditure, the ever-rising tide		1979_074770_44108.txt
3203	74770	1979	44160	[20, 21, 22, 23, 24]	Human want: the spin-off from military waste		1979_074770_44160.txt
3204	74770	1979	44161	[16, 17]	The Deadliest weapon of them all?		1979_074770_44161.txt
3205	74770	1979	44164	[26, 27]	Three myths that die hard		1979_074770_44164.txt
3206	74770	1979	44168	[29, 30]	The Military establishment		1979_074770_44168.txt
3207	74770	1979	44171	[31, 32]	Can the arms race be halted?		1979_074770_44171.txt
3208	74770	1979	187298	[4, 5]	The Will for peace	UNESCO. Director-General, 1974-1987 (M'Bow, A.M.)	1979_074770_187298.txt
3209	74771	1979	44480	[4, 5, 6, 7, 8]	Albert Einstein, 1879-1955: the story of a genius	Ehlers, Jürgen|Symposium on the Impact of Modern Scientific Ideas on Society Munich, Germany FR 1978	1979_074771_44480.txt
3210	74771	1979	44481	[31, 32, 33]	The Scientist's dilemma	Einstein, Albert	1979_074771_44481.txt
3211	74771	1979	44484	[9, 10, 11, 12, 13, 16]	Relativity in a nutshell	Asimov, Isaac	1979_074771_44484.txt
3212	74771	1979	44491	[17, 20, 21, 22, 23]	The Test of time	Dirac, Paul Adrien Maurice|Symposium on the Impact of Modern Scientific Ideas on Society Munich, Germany FR 1978	1979_074771_44491.txt
3213	74771	1979	44506	[24, 25, 27, 28, 29]	The Mole and the butterfly; reflections on Einstein, science and subjectivity	Thuillier, Pierre	1979_074771_44506.txt
3214	74771	1979	44507	[26, 27]	From Empedocles to Newton: a constellation of cosmologists	Thuillier, Pierre	1979_074771_44507.txt
3215	74771	1979	44508	[29, 30, 31]	The Frontiers of science	Migdal, Arkadii B.	1979_074771_44508.txt
3216	74776	1979	44527	[4, 5, 6]	Avicenna: hearts and flowers	Saïd, Hakim Mohammed	1979_074776_44527.txt
3217	74776	1979	44528	[6, 7, 8]	Medicinal plants make a comeback	Attisso, Michel A.	1979_074776_44528.txt
3218	74776	1979	44530	[8, 9, 10, 11, 12, 13, 16]	Medicine's 'green revolution'	Pelt, Jean Marie	1979_074776_44530.txt
3219	74776	1979	44533	[16, 17, 18, 19, 42]	African medicinal plants under the microscope	Ekong, Donald E.U.	1979_074776_44533.txt
3220	74776	1979	44602	[20, 21, 22, 23, 24, 25]	A Medical thesaurus from the roof of the world	Khundanova, Lydia	1979_074776_44602.txt
3221	74776	1979	44605	[25, 26, 27, 28]	China: a new medicine born of tradition	Wei Wen	1979_074776_44605.txt
3222	74776	1979	44607	[29, 30, 31, 32]	Neptune's pharmacopoeia	Piattelli, Mario	1979_074776_44607.txt
3223	74776	1979	44609	[33, 34]	Mexican plants and human fertility	Crabbé, Pierre	1979_074776_44609.txt
3224	74776	1979	44611	[35, 36, 37, 38]	Plant prophylactics from tropical Brazil	Gottlieb, Otto R.|Mors, Walter B.	1979_074776_44611.txt
3225	74776	1979	44612	[38, 39]	Herbal therapy in the war on drug addiction		1979_074776_44612.txt
3226	74776	1979	44613	[39, 40, 41]	Bulgaria's folk remedies stand the test of time	Petkov, Vesselin	1979_074776_44613.txt
3227	74777	1979	44634	[6, 7, 8, 9, 10, 11, 70]	A Continent viewed from within; Africa and its history	Ki-Zerbo, Joseph	1979_074777_44634.txt
3228	74777	1979	44639	[12, 13, 14, 15, 16]	Africa's dialogue with time	Hama, Boubou|Ki-Zerbo, Joseph	1979_074777_44639.txt
3229	74777	1979	44650	[16, 17, 18, 19, 20, 21, 22, 23]	Tongues that span the centuries; the faithful guardians of Africa's oral tradition	Bâ, Amadou Hampâté	1979_074777_44650.txt
3230	74777	1979	44662	[24, 25, 26]	The Hamitic myth exploded: modern findings have refuted a once-prevalent theory on the peopling of the African continent	Olderogge, Dmitri A.	1979_074777_44662.txt
3231	74777	1979	44663	[27, 28, 29, 30, 31, 32, 33, 34]	Old masters of the new Stone age: rock paintings that present a dazzling pageant of African prehistory	Ki-Zerbo, Joseph	1979_074777_44663.txt
3232	74777	1979	44664	[39, 42, 43]	The Cradle of mankind	Ki-Zerbo, Joseph	1979_074777_44664.txt
3233	74777	1979	44665	[47, 48, 49, 50, 51, 54]	Inventors and technologists of pharaonic Egypt	El-Nadoury, Rashid|Vercoutter, Jean	1979_074777_44665.txt
3234	74777	1979	44666	[55, 56, 57]	The Empire of Kush: an original civilization which flourished for a thousand years in ancient Nubia	Leclant, Jean	1979_074777_44666.txt
3235	74777	1979	44667	[58, 59]	The Matriarchs of Meroe; a powerful line of queens who ruled the Kushite Empire	Hakem, Ahmed M. Ali|Hrbek, Ivan|Vercoutter, Jean	1979_074777_44667.txt
3236	74777	1979	44668	[60, 61, 62, 63, 64, 65]	Sundiata and Mansa Musa: architects of Mali's golden empire	Niane, Djibril Tamsir	1979_074777_44668.txt
3237	74777	1979	44674	[66, 67, 68, 69]	The Shaping of Swahili civilization	Matveiev, Victor V.	1979_074777_44674.txt
3238	74777	1979	44679	[40, 41, 44, 45]	African prehistory and the evolution of man		1979_074777_44679.txt
3239	74777	1979	45083	[5]	The General history of Africa	UNESCO. Director-General, 1974-1987 (M'Bow, A.M.)	1979_074777_45083.txt
3240	74778	1979	44779	[4, 5, 6, 7, 8, 9, 10, 11]	Children of apartheid	Kunene, Mazisi	1979_074778_44779.txt
3241	74778	1979	44780	[12, 13, 14, 15, 16, 17]	Papua New Guinea: the cultural roots of a new nation	Kolia, John Alexander	1979_074778_44780.txt
3242	74778	1979	44785	[17, 18, 19]	Malanggan art of New Ireland	Godin, Patrice	1979_074778_44785.txt
3243	74778	1979	44787	[20, 21]	Profile of Papua New Guinea today	World Bank	1979_074778_44787.txt
3244	74778	1979	44788	[23, 24, 25, 26, 27]	Bitter harvest: half the world's population concerned in the drama of agrarian reform		1979_074778_44788.txt
3245	74778	1979	44792	[32, 33, 34]	The Minaret of Jam: a UNESCO project to restore an historic Afghan monument	Bruno, Andrea	1979_074778_44792.txt
3246	74778	1979	44793	[28, 29, 30, 31]	Music of the Gulf: the song of the pearl-fishers	Touma, Habib Hassan	1979_074778_44793.txt
3247	74778	1979	45084	[22]	Bertina goes to Rome	Wijngaarden, Bertina	1979_074778_45084.txt
3248	74780	1979	44796	[4, 5, 6, 7, 8, 9]	Science and technology: the development dilemma	Abdel Rahman, Ibrahim Helmi	1979_074780_44796.txt
3249	74780	1979	44806	[13, 14, 15]	A Widening chasm between rich and poor: 900 million people still living in absolute poverty	Cox George, N.A.	1979_074780_44806.txt
3250	74780	1979	44807	[16, 17]	The Candle of learning: the tragedy of neglected scientific talent in the developing world	Salam, Abdus	1979_074780_44807.txt
3251	74780	1979	44808	[20, 21, 22, 23, 24]	Diminishing returns: a provocative view of the limitations of modern technology	Giarini, Orio	1979_074780_44808.txt
3252	74780	1979	44809	[25, 26, 27, 28, 29, 30]	The Search for a global strategy	Gvishiani, Dzhermen Mikhailovich	1979_074780_44809.txt
3253	74780	1979	44814	[31, 32, 33]	Meiji Japan: a case study in industrialization	Oshima, Keichi|Furuya, Keichi	1979_074780_44814.txt
3254	74780	1979	44817	[34]	The Decision-makers	Papa Blanco, Francisco F.	1979_074780_44817.txt
3255	74780	1979	45103	[10, 11]	Twelve 'musts' for development	Costa, João Frank da	1979_074780_45103.txt
3256	40945	1980	40962	[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	Palladio: the master-builder of the Italian Renaissance	Cevese, Renato	1980_040945_40962.txt
3257	40945	1980	40963	[29, 30, 31, 32, 33]	Valcamonica: an Italian valley is the world's largest gallery of prehistoric art	Anati, Emmanuel	1980_040945_40963.txt
3258	40945	1980	40964	[25, 26, 27, 28]	To the North Pole on skis	Shparo, Dmitri I.	1980_040945_40964.txt
3259	40945	1980	40965	[4, 5, 6, 7, 8]	The Games people play	Raabe, Juliette	1980_040945_40965.txt
3260	40945	1980	187388	[9, 10, 11, 12, 13, 14]	Australian bark paintings: the aborigine artists of Arnhem Land	Kupka, Karel	1980_040945_187388.txt
3261	42993	1980	42994	[19, 20, 21, 22, 23, 24]	The World's forgotten army of child workers	Mendelievich, Elías	1980_042993_42994.txt
3262	42993	1980	42995	[24, 25, 26, 27]	Stone Age myth-sculptors of Siberia	Laritchev, Vitali E.	1980_042993_42995.txt
3263	42993	1980	42996	[29, 30, 31, 32]	The Psychology of marbles	Piaget, Jean	1980_042993_42996.txt
3264	42993	1980	187389	[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	Yugoslavia: a kaleidoscope of cultures	Prelog, Milan	1980_042993_187389.txt
3265	74642	1980	41128	[5, 6, 7, 8, 9]	Education, disarmament and human rights	Torney, Judith Vollmar|Gambrell, Leonard	1980_074642_41128.txt
3266	74642	1980	41129	[10, 11, 12, 13]	World opinion: the weapon to end all weapons	Waldheim-Natural, Liselotte	1980_074642_41129.txt
3267	74642	1980	41130	[14, 15]	Disarmament education and social justice: arms are the symptom of a deep-seated ill which must be tackled at the roots	Díaz, Jaime	1980_074642_41130.txt
3268	74642	1980	41131	[16]	The Structure of hunger	Huq, Muzammel	1980_074642_41131.txt
3269	74642	1980	41132	[17]	Costa Rica: the country that abolished its army	Rodríguez Bolaños, Julio	1980_074642_41132.txt
3270	74642	1980	41133	[20, 21, 22, 23, 24]	International law and the right to possess arms	Röling, Bert V.A.	1980_074642_41133.txt
3271	74642	1980	41134	[25, 26]	From man of war to man of peace	Brabyn, Howard	1980_074642_41134.txt
3272	74642	1980	41135	[26, 27, 28, 29]	Peace begins in the classroom	Sokolova, Emilia Semenovna|Ivanyan, Inna	1980_074642_41135.txt
3273	74642	1980	41136	[28, 29]	The Soviet Peace Fund	Polevoi, Boris	1980_074642_41136.txt
3274	74642	1980	41137	[30, 31]	Teaching disarmament at universities: a world survey	Gambrell, Leonard	1980_074642_41137.txt
3275	74642	1980	41138	[31, 32, 33]	Education for international understanding: UNESCO's Associated Schools System	Morren, Paul	1980_074642_41138.txt
3276	74755	1980	40922	[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	Victory in Nubia: Egypt, UNESCO and the world community in the greatest archaeological rescue campaign of all time, 1960-1980	Mohamed, Chehata Adam	1980_074755_40922.txt
3277	74755	1980	40925	[16, 17, 18, 19]	Victory in Nubia: the Sudan, UNESCO and the world community in the greatest archaeological rescue campaign of all time, 1960-1980	Sherif, Nagm-el-Din Mohamed	1980_074755_40925.txt
3278	74755	1980	40926	[20, 21, 22, 23, 24, 70]	Nubia unearthed: from prehistory to Pharaonic times	Säve-Söderbergh, Torgny	1980_074755_40926.txt
3279	74755	1980	40930	[25, 26, 27, 28]	Nubia's corridor of time: from the kingdom of Kush to the triumph of Islam	Adams, William Y.	1980_074755_40930.txt
3280	74755	1980	40931	[46, 47, 70]	The Holy isle of Philae	Edwards, Iorwerth Eiddon Stephen	1980_074755_40931.txt
3281	74755	1980	40932	[49, 50, 51, 52]	The Mysteries of Isis and Osiris	Daumas, François	1980_074755_40932.txt
3282	74755	1980	40933	[53, 54, 55, 56, 57]	The Magic of Abu Simbel	Desroches Noblecourt, Christiane	1980_074755_40933.txt
3283	74755	1980	40934	[58, 59, 60, 61]	Sermons in stones: the musings of a modern Egyptian poet before the temples of Abu Simbel	Al-Hakim, Tewfik	1980_074755_40934.txt
3284	74755	1980	40935	[62, 63, 64, 65]	The Flooded fortresses of Nubia	Vercoutter, Jean	1980_074755_40935.txt
3285	74755	1980	40936	[66, 67, 68, 69]	The Blessed land	Fernea, Robert A.	1980_074755_40936.txt
3286	74755	1980	380070	[32, 33, 34, 39, 40, 41, 42, 43, 44, 45]	Highlights of the archaeological expeditions		1980_074755_380070.txt
3287	74756	1980	40985	[6, 7, 8, 9, 10, 11]	Highlands and islands: ecosystems in danger	Di Castri, Francesco|Glaser, Gisbert	1980_074756_40985.txt
3288	74756	1980	40987	[28, 29, 30, 31, 32, 33, 38]	Maestro computer: exploring the new frontiers of sound	Boulez, Pierre	1980_074756_40987.txt
3289	74756	1980	40989	[33, 34, 35, 36, 37]	Sex stereotypes in the classroom	Saunders, Fay E.	1980_074756_40989.txt
3290	74756	1980	40993	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	The Bauhaus, 1919-1933: design for living in the modern world	Schnaidt, Claude	1980_074756_40993.txt
3291	74756	1980	380071	[4, 5, 6]	Man belongs to the earth		1980_074756_380071.txt
3292	74757	1980	41011	[4, 5, 6, 7, 8]	Of mammoths and men: conservation for human survival	Batisse, Michel	1980_074757_41011.txt
3293	74757	1980	41013	[20, 21, 22, 23, 24]	The Human touch: man has been shaping his environment ever since prehistoric times	Di Castri, Francesco	1980_074757_41013.txt
3294	74757	1980	41014	[25, 26, 27]	Our evolutionary responsibility	Frankel, Otto Herzberg	1980_074757_41014.txt
3295	74757	1980	41041	[10, 11, 12, 13, 14]	Against the grain: at present rates one third of the world's cropland will have disappeared within twenty years		1980_074757_41041.txt
3296	74757	1980	41042	[15, 16, 17, 18, 19]	Safety in numbers: ethics and self-interest demand the preservation of genetic diversity		1980_074757_41042.txt
3297	74757	1980	41044	[28, 29]	Living on borrowed time: humanity is rapidly overdrawing its account with nature		1980_074757_41044.txt
3298	74757	1980	41049	[33, 34, 35, 38]	The Global commons		1980_074757_41049.txt
3299	74757	1980	41051	[36, 37]	A World conservation strategy		1980_074757_41051.txt
3300	74758	1980	41067	[12, 13]	Literacy and the liberation of a people	Cortázar, Julio	1980_074758_41067.txt
3301	74758	1980	41068	[22, 23, 26]	Secrets of the written code: mother tongues and access to literacy	Ryan, John W.	1980_074758_41068.txt
3302	74758	1980	41069	[27, 28, 29, 30]	Letters for a young nation	Freire, Paulo	1980_074758_41069.txt
3303	74758	1980	41070	[31, 32, 33]	UNRWA and UNESCO: a thirty-year partnership, a comprehensive education service for Palestine refugees	Feridun, Hussein Husnu	1980_074758_41070.txt
3304	74758	1980	41071	[34]	The Reading habit	Staiger, Ralph C.	1980_074758_41071.txt
3305	74758	1980	41072	[4, 5, 6, 7, 8, 9]	Literacy: a right denied to 800 million		1980_074758_41072.txt
3306	74758	1980	41073	[10]	Nicaragua's nation-wide literacy campaign; an appeal by the Director-General of UNESCO		1980_074758_41073.txt
3307	74758	1980	41074	[19, 20, 21]	Unwritten wisdom		1980_074758_41074.txt
3308	74758	1980	366755	[9]	Address by His Holiness Pope John Paul II on the occasion of his visit to the Headquarters of the United Nations Educational, Scientific and Cultural Organization (UNESCO), 2 June 1980	John Paul II, Pope	1980_074758_366755.txt
3309	74758	1980	380072	[14, 15, 16, 17]	Nine award-winning campaigns		1980_074758_380072.txt
3310	74760	1980	41075	[4, 5, 6, 7, 8, 9]	The Invisible woman: a conspiracy of silence conceals and devalues women's essential contributions to economic life	Stavenhagen, Rodolfo	1980_074760_41075.txt
3311	74760	1980	41076	[10, 11, 12]	The Plight of the woman-breadwinner	Buvinic, Mayra|Youssef, Nadia Haggag|Schumacher, Ilsa	1980_074760_41076.txt
3312	74760	1980	41077	[13, 14, 15, 16, 17]	Women and apartheid: black South African women stand on the lowest rung of the ladder of oppression	Ginwala, Frene|Mashiane, Shirley	1980_074760_41077.txt
3313	74760	1980	41078	[20, 21, 22, 23, 24, 25]	Male chauvinism in the mass media	Gallagher, Margaret	1980_074760_41078.txt
3314	74760	1980	41092	[26, 27]	Women in Soviet society today	Birman, Alexander	1980_074760_41092.txt
3315	74760	1980	41093	[28, 29, 30]	Breaking the male stranglehold	Westkott, Marcia	1980_074760_41093.txt
3316	74760	1980	41095	[31, 32]	Africa: a new look from the inside	Tadesse, Zenebework	1980_074760_41095.txt
3317	74760	1980	41096	[33]	Asia: a kaleidoscope of cultures	Dube, Leela	1980_074760_41096.txt
3318	74760	1980	41098	[34]	Latin America: a twofold servitude?	Arizpe, Lourdes	1980_074760_41098.txt
3319	74760	1980	41099	[6, 7]	Yardsticks of social status	Solomon, Erwin S.	1980_074760_41099.txt
3320	74760	1980	41164	[18, 19]	Women speak		1980_074760_41164.txt
3321	74761	1980	41111	[33, 34]	Wonders of the world	Fradier, Georges	1980_074761_41111.txt
3322	74761	1980	41121	[5]	Nature and culture, the human heritage: the international convention	Bolla, Gérard	1980_074761_41121.txt
3323	74761	1980	41125	[5]	Nature and culture, the human heritage: a new partnership in the making	Batisse, Michel	1980_074761_41125.txt
3324	74761	1980	41127	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]	The World Heritage List: the first 57 entries		1980_074761_41127.txt
3325	74765	1980	42997	[4, 5, 6, 7, 8]	Avicenna: Ibn Sina, a universal genius	Asimov, Muhamed S.	1980_074765_42997.txt
3326	74765	1980	42998	[9, 10, 11, 12]	My odyssey	Avicenna	1980_074765_42998.txt
3327	74765	1980	42999	[13, 14, 15, 16, 17]	The Canon of medicine: a million-word thesaurus of medical knowledge	Saïd, Hakim Mohammed	1980_074765_42999.txt
3328	74765	1980	43002	[18, 19]	Notes and nostrums from Dr. Avicenna's casebook	Aroua, Ahmed	1980_074765_43002.txt
3329	74765	1980	43003	[20, 21, 22, 28]	Al-Shifa: the world in a book	Madkur, Ibrahim Bayumi	1980_074765_43003.txt
3330	74765	1980	43005	[29, 30, 31]	A Philosopher under fire: Avicenna's doctrines stirred up controversy in his own time and later	Davari, Reza	1980_074765_43005.txt
3331	74765	1980	43007	[32, 33, 34, 35, 38, 39]	How Ibn Sina became Avicenna: transmitted to Europe, his writings sparked off an intellectual revival	Gómez Nogales, Salvador	1980_074765_43007.txt
3332	74765	1980	43008	[41, 44]	A Forerunner of modern science	Sadykov, Abid Sadikovich	1980_074765_43008.txt
3333	74765	1980	43009	[45]	The Secret of the stars	Unver, Ahmed Süheyl	1980_074765_43009.txt
3334	74766	1980	43011	[4, 5, 6, 9]	The Dawn of greatness: 'had he produced nothing after 1907, Picasso would still have been one of the great masters of 20th century art'	Suslov, Vitali Alexandrovich	1980_074766_43011.txt
3335	74766	1980	43018	[11]	The Man and his work: a chronological guide	Subirana, Rosa María	1980_074766_43018.txt
3336	74766	1980	43019	[13, 14]	"A Watershed of modern art: painted in 1907, ""Les Demoiselles d'Avignon"" revolutionized our vision of the world"	Amón, Santiago	1980_074766_43019.txt
3337	74766	1980	43022	[14, 15, 16, 17, 18]	Guernica: a universal image of the inhumanity of war	Palau i Fabre, Josep	1980_074766_43022.txt
3338	74766	1980	43025	[18]	A Frozen nightmare	Okamoto, Taro	1980_074766_43025.txt
3339	74766	1980	43027	[20, 21, 22, 23, 24]	Picasso's distortions: 'I am intent on resemblance, a resemblance more real than the real'	Golding, John	1980_074766_43027.txt
3340	74766	1980	43029	[23]	What is cubism?	Argan, Giulio Carlo	1980_074766_43029.txt
3341	74766	1980	43030	[29, 30, 31]	Picasso's debt to African art	Kiflé Sélassié, Beseat	1980_074766_43030.txt
3342	74766	1980	43031	[32, 33]	The Metamorphosis of a bull	Parmelin, Hélène	1980_074766_43031.txt
3343	74766	1980	43032	[34, 35, 36, 37]	Beauty and the beast	Penrose, Roland	1980_074766_43032.txt
3344	74766	1980	43033	[38, 39, 40]	Picasso the sculptor	Gallego, Julian	1980_074766_43033.txt
3345	74766	1980	43034	[41, 42, 43]	The Mythical world of Picasso	Ciríci Pellicer, Alexandre	1980_074766_43034.txt
3346	74766	1980	43035	[47, 48, 49, 50]	The Artist and his models: a mercurial, unceasing analysis of the human face	Bozo, Dominique	1980_074766_43035.txt
3347	74734	1981	43638	[5, 6]	The Handicapped tenth of humanity	UNESCO. Director-General, Deputy, 1978-1981 (Mayor, F.)	1981_074734_43638.txt
3348	74734	1981	43639	[10, 11]	The Courage to take risks	Roberts, Edward V.	1981_074734_43639.txt
3349	74734	1981	43640	[12, 13]	Seeing with my hands	Skorokhodova, Olga I.	1981_074734_43640.txt
3350	74734	1981	43658	[14, 15]	The Handicap of prejudice	Mba, Peter O.	1981_074734_43658.txt
3351	74734	1981	43659	[17]	I am so afraid they will laugh at me	Lundahl, Barbro	1981_074734_43659.txt
3352	74734	1981	43660	[18, 20, 21]	The UNESCO Braille Courier	Potter, Frederick H.	1981_074734_43660.txt
3353	74734	1981	43661	[22]	Louis Braille: a touch of genius	Guillemet, Serge	1981_074734_43661.txt
3354	74734	1981	43662	[23]	UNESCO and the International Year of Disabled Persons	Sundberg, Nils Ivar	1981_074734_43662.txt
3355	74734	1981	43664	[25, 26, 27, 28]	Disability and the developing world	Acton, Norman	1981_074734_43664.txt
3356	74734	1981	43665	[30, 31]	A Future for every blind child: ABC International	Posmowski, Pierrette	1981_074734_43665.txt
3357	74734	1981	43670	[7]	The United Nations Declaration on the Rights of Disabled Persons		1981_074734_43670.txt
3358	74735	1981	44536	[4, 5, 6, 7, 8]	Mass tourism and cultural traditions	Bouhdiba, Abdelwahab	1981_074735_44536.txt
3359	74735	1981	44538	[9]	Tourism; passport to development?	Kadt, Emanuel Jehuda de	1981_074735_44538.txt
3360	74735	1981	44540	[20, 21, 22, 23]	Brazil's Museum of the Unconscious: a bold experiment in psychotherapy and art	Camargo e Almeida-Moro, Fernanda de	1981_074735_44540.txt
3361	74735	1981	44541	[24, 25, 26, 27]	High-speed language learning: how to study while you 'sleep'	Vaisburd, Mira	1981_074735_44541.txt
3362	74735	1981	44544	[28, 29, 30, 31, 32, 33]	The Resurgence of sail	Gillette, Arthur Lavery	1981_074735_44544.txt
3363	74735	1981	44549	[11, 12, 13, 14, 15, 16, 17]	The Water decade: a world-wide effort to provide clean water and adequate sanitation for all by 1990		1981_074735_44549.txt
3364	74736	1981	44555	[5]	Science in the service of art	Hours, Magdeleine	1981_074736_44555.txt
3365	74736	1981	44556	[21, 22]	Art, archaeology and the atom: nuclear dating techniques and how they work	Keisch, Bernard	1981_074736_44556.txt
3366	74736	1981	44557	[24, 25, 26, 34]	A Rogues' gallery of fakes	Fleming, Stuart J.	1981_074736_44557.txt
3367	74736	1981	44560	[27, 28]	The Principles of conservation	Feilden, Bernard M.	1981_074736_44560.txt
