document_id	courier_id	year	record_number	pages	catalogue_title	authors	filename
0	146744	1947	146885	[3, 4]	UNESCO faces two worlds	Dexter, Byron	1947_146744_146885.txt
1	73649	1948	73651	[1]	M. Maritain calls for unity	Maritain, Jacques	1948_073649_73651.txt
2	73649	1948	73652	[1]	Dr. Huxley pays tribute to Mexico	Huxley, Julian	1948_073649_73652.txt
3	73649	1948	73654	[1]	UNESCO appeal; war not inevitable		1948_073649_73654.txt
4	73649	1948	73655	[1, 6]	Highlights of projects and budget for 2nd year		1948_073649_73655.txt
5	73649	1948	73657	[2]	Natural sciences: practical steps for international cooperation among scientists	Needham, Joseph	1948_073649_73657.txt
6	73649	1948	73658	[2]	Dr. Walker elected Chairman of Executive Board		1948_073649_73658.txt
7	73649	1948	73659	[2]	National Commissions to play big role, UNESCO Conference agrees		1948_073649_73659.txt
8	73649	1948	73662	[3]	Free flow of ideas debated		1948_073649_73662.txt
9	73649	1948	73663	[3]	Production unit planned: mass media to be used for peace	Grierson, John	1948_073649_73663.txt
10	73649	1948	73665	[3]	Surveys in mass media broadened: press, radio, film needs of new Member States to be studied		1948_073649_73665.txt
11	73649	1948	73666	[3]	48 scholarships to be awarded war-hit nations		1948_073649_73666.txt
12	73649	1948	73667	[4]	Fundamental education	Bowers, John	1948_073649_73667.txt
13	73649	1948	73668	[4]	Brazil's campaign for literacy		1948_073649_73668.txt
14	73649	1948	73669	[5]	Education: three seminars slated for the coming year	Kuo Yu-shou	1948_073649_73669.txt
15	73649	1948	73671	[5]	UNESCO to promote reconstruction fund	Drzewieski, Bernard	1948_073649_73671.txt
16	73649	1948	73672	[6]	Book coupon scheme to be studied in 1948	Carter, Edward J.	1948_073649_73672.txt
17	73649	1948	73674	[7]	Translations of classics to be promoted by UNESCO	Mayoux, Jean Jacques	1948_073649_73674.txt
18	73649	1948	73675	[7]	Social scientists study international tensions	Brodersen, Arvid	1948_073649_73675.txt
19	73649	1948	73676	[7]	Moral guide of world says Mexican President in tribute to UNESCO		1948_073649_73676.txt
20	73649	1948	73677	[7]	Dr. Gual Vidal stresses education role in building peace		1948_073649_73677.txt
21	73649	1948	73678	[8]	Arts and letters programme for 1948		1948_073649_73678.txt
22	73649	1948	73681	[7]	World copyright law planned		1948_073649_73681.txt
23	73649	1948	380000	[1, 7]	"Conference sets programme for 1948: “UNESCO month"" attracts thousands of visitors to Mexican capital"		1948_073649_380000.txt
24	73649	1948	380001	[6]	Unesco Programme to stress exchange between museums		1948_073649_380001.txt
25	73683	1948	73684	[1]	Huxley reviews 1948 progress		1948_073683_73684.txt
26	73683	1948	73685	[1, 2]	Executive Board convenes		1948_073683_73685.txt
27	73683	1948	73686	[1]	Truman addresses National Commission	Truman, Harry S.	1948_073683_73686.txt
28	73683	1948	73687	[2]	UNESCO deplores death of Gandhi		1948_073683_73687.txt
29	73683	1948	73688	[2]	Radhakrishnan pays tribute to Mahatma	Radhakrishnan, Sarvepalli	1948_073683_73688.txt
30	73683	1948	73689	[2]	Julian Huxley cables sorrow to Pandit Nehru	Huxley, Julian	1948_073683_73689.txt
31	73683	1948	73691	[3]	Save the children! Says report to UNESCO on educational problems of child war victims		1948_073683_73691.txt
32	73683	1948	73692	[3]	A War-devastated country: Hungarian delegate views nation's role in UNESCO	Ferenczi, Edmond	1948_073683_73692.txt
33	73683	1948	73693	[3]	The Book of needs		1948_073683_73693.txt
34	73683	1948	73694	[3]	School pamphlet to be reprinted		1948_073683_73694.txt
35	73683	1948	73695	[4]	U.S.A.: National Commission highlights reconstruction		1948_073683_73695.txt
36	73683	1948	73696	[4]	UNESCO and national cooperation		1948_073683_73696.txt
37	73683	1948	73698	[4, 5]	Austria: new member state seeks cultural exchange		1948_073683_73698.txt
38	73683	1948	73700	[5]	Mexico: Commission stresses UNESCO's education work		1948_073683_73700.txt
39	73683	1948	73701	[5]	France: Permanent Commission to broaden activities		1948_073683_73701.txt
40	73683	1948	73702	[6]	UNESCO takes part in U.N. press talks		1948_073683_73702.txt
41	73683	1948	73703	[6]	UNESCO strengthened by Mexico Conference	Benton, William|Carrion, B.	1948_073683_73703.txt
42	73683	1948	73705	[6]	Way of life books planned by UNESCO	Martin, Perceval W.	1948_073683_73705.txt
43	73683	1948	73706	[7]	M. Jean Thomas speaks of 'UNESCO and culture'		1948_073683_73706.txt
44	73683	1948	73707	[7]	London, Lake Success and Prague to be host to UNESCO summer seminars; Latin American seminar also planned		1948_073683_73707.txt
45	73683	1948	73708	[7]	A Chinese pioneer: Dr. Yen describes work of mass education in China	Yen, James	1948_073683_73708.txt
46	73683	1948	73709	[8]	Ex-enemy states discussed		1948_073683_73709.txt
47	73683	1948	73710	[8]	UNESCO promotes development of national book exchange centers		1948_073683_73710.txt
48	73683	1948	380002	[1, 8]	Amazon meeting opens in Peru April 30th		1948_073683_380002.txt
49	73683	1948	380003	[6]	Work of Unesco important to Latin American countries		1948_073683_380003.txt
50	73713	1948	73714	[1, 2]	Huxley defines press freedom at Geneva Conference	Huxley, Julian	1948_073713_73714.txt
51	73713	1948	73715	[1]	Educational programme to be extended to Germany		1948_073713_73715.txt
52	73713	1948	73717	[2]	UNESCO and the work of the United Nations	Laves, Walter Herman Carl	1948_073713_73717.txt
53	73713	1948	73718	[3]	The Arab cultural heritage		1948_073713_73718.txt
54	73713	1948	73719	[3]	Director-General tours Middle East		1948_073713_73719.txt
55	73713	1948	73720	[3]	Lebanon preparing site for Beirut Conference		1948_073713_73720.txt
56	73713	1948	73721	[4]	Highlights of Haitian Project		1948_073713_73721.txt
57	73713	1948	73722	[4]	Anthropologists report on fundamental education	Métraux, Alfred	1948_073713_73722.txt
58	73713	1948	73724	[4, 5]	Rural schooling poses problems for Haitians	Gabriel, Emmanuel	1948_073713_73724.txt
59	73713	1948	73725	[5]	Noted film expert sees challenge in Africa	Grierson, John	1948_073713_73725.txt
60	73713	1948	73726	[5]	Highlights of African project		1948_073713_73726.txt
61	73713	1948	73727	[6]	A Modern necessity: popular science	Michelsen, Borge	1948_073713_73727.txt
62	73713	1948	73728	[6]	Science abstract experts to meet in Paris		1948_073713_73728.txt
63	73713	1948	73729	[6]	World film catalogue issued		1948_073713_73729.txt
64	73713	1948	73730	[6]	Dr. Needham recalled to Cambridge		1948_073713_73730.txt
65	73713	1948	73732	[6]	UNESCO aids work of scientific institutions		1948_073713_73732.txt
66	73713	1948	73733	[7]	UNESCO to use music as weapon for peace	Azevedo, Luiz Heitor Correa de	1948_073713_73733.txt
67	73713	1948	73734	[7]	Up the Amazon with a French explorer	Flornoy, Bertrand	1948_073713_73734.txt
68	73713	1948	73735	[7]	I.C.S.U. scientist on joint mission to Latin America		1948_073713_73735.txt
69	73713	1948	73736	[7]	Hylean Amazon Conference to open at Iquitos, Peru		1948_073713_73736.txt
70	73713	1948	73737	[8]	UNESCO surveys university problems		1948_073713_73737.txt
71	73713	1948	380004	[1, 7]	Unesco outlines views at U.N. meetings on free information		1948_073713_380004.txt
72	73741	1948	73739	[2]	W.F.U.N.A.	Vliet, W. van	1948_073741_73739.txt
73	73741	1948	73743	[1, 6]	Dr. Beeby arrives to take up post		1948_073741_73743.txt
74	73741	1948	73744	[1, 7]	Fundamental education battle: panel of experts maps strategy		1948_073741_73744.txt
75	73741	1948	73746	[1]	Iquitos Meeting prepares Hylean Amazon Institute		1948_073741_73746.txt
76	73741	1948	73749	[2]	At Pestalozzi Village war orphans are learning to smile again		1948_073741_73749.txt
77	73741	1948	73751	[2]	Technical needs surveys proceeding on three continents		1948_073741_73751.txt
78	73741	1948	73752	[2]	The U.N. Appeal for Children	Drzewieski, Bernard	1948_073741_73752.txt
79	73741	1948	73754	[3]	The International Theatre Institute: a preview	Priestley, J.B.	1948_073741_73754.txt
80	73741	1948	73755	[3]	I.T.I. Conference to open in Prague on June 28		1948_073741_73755.txt
81	73741	1948	73756	[3]	Eight countries form national theatre centres		1948_073741_73756.txt
82	73741	1948	73757	[7]	Philosopher calls for new humanism	Bosch-Gimpera, Pedro	1948_073741_73757.txt
83	73741	1948	73759	[3]	UNESCO begins photo survey of war-hit nations		1948_073741_73759.txt
84	73741	1948	73761	[4]	Sèvres: birth of the UNESCO Seminar		1948_073741_73761.txt
85	73741	1948	73762	[4]	Prague: childhood education		1948_073741_73762.txt
86	73741	1948	73763	[4]	A World citizen	Kenworthy, Leonard Stout	1948_073741_73763.txt
87	73741	1948	73765	[4, 5]	Caracas: educational problems in South America		1948_073741_73765.txt
88	73741	1948	73766	[5]	Lake Success: teaching about the U.N. and its agencies		1948_073741_73766.txt
89	73741	1948	73767	[5]	London: the education and training of teachers		1948_073741_73767.txt
90	73741	1948	73768	[6]	The Story of science cooperation offices		1948_073741_73768.txt
91	73741	1948	73769	[6]	Specialists urge coordination of scientific abstracting services		1948_073741_73769.txt
92	73741	1948	73771	[7]	Use of mass media poses serious problem in fundamental education areas		1948_073741_73771.txt
93	73741	1948	73772	[8]	UNESCO outlines research needs in communication techniques		1948_073741_73772.txt
94	73741	1948	380005	[1]	3,000 U.S. delegates to meet this month at UNESCO regional conference		1948_073741_380005.txt
95	73774	1948	73776	[1, 3]	UNESCO sets programme for classics translation	Barnes, H.M.	1948_073774_73776.txt
96	73774	1948	73778	[2]	Tensions affecting international understanding	Cantril, Hadley	1948_073774_73778.txt
97	73774	1948	73779	[3]	Copyright expert views conflicting national laws	Hepp, François	1948_073774_73779.txt
98	73774	1948	73780	[3]	Low-priced books: a neglected medium of mass communication		1948_073774_73780.txt
99	73774	1948	73782	[4]	Students learn of UN in UNESCO Member States		1948_073774_73782.txt
100	73774	1948	73783	[4, 5]	Teaching about the United Nations: some suggestions and recommendations		1948_073774_73783.txt
101	73774	1948	73784	[6]	Some blunt words from critic Read	Read, Sir Herbert	1948_073774_73784.txt
102	73774	1948	73785	[6]	The Role France in the I.T.I.	Salacrou, Armand	1948_073774_73785.txt
103	73774	1948	73786	[1, 6]	UNESCO friendship train asked at San Francisco		1948_073774_73786.txt
104	73774	1948	73787	[7]	Two vital studies on UNESCO policy: coordinating the U.N. family	Laves, Walter Herman Carl	1948_073774_73787.txt
105	73774	1948	73788	[7, 8]	An Opinion on UNESCO's role in political meetings	Maheu, René	1948_073774_73788.txt
106	73774	1948	73789	[8]	International work camps	Sviggum, Ingertha	1948_073774_73789.txt
107	73774	1948	74502	[1, 2]	Work-plan for Germany prepared by Secretariat		1948_073774_74502.txt
108	73774	1948	380006	[1, 2]	Hylean Amazon Institute Created		1948_073774_380006.txt
109	73774	1948	380007	[4, 5]	UN to be seminar theme at Adelphi college		1948_073774_380007.txt
110	73790	1948	73073	[1]	Child experts meet at Pestalozzi village		1948_073790_73073.txt
111	73790	1948	73075	[1]	U.S. educational aid exceeds eighty million dollars		1948_073790_73075.txt
112	73790	1948	73791	[1, 6]	Educators study school reforms		1948_073790_73791.txt
113	73790	1948	73793	[2]	Technical needs workers report on findings	Soupault, Philippe|Shaw, Alexander|Artigue, Pierre	1948_073790_73793.txt
114	73790	1948	73795	[2]	Reconstruction problem in Southeast Asia	Trevelyan, Mary	1948_073790_73795.txt
115	73790	1948	73796	[3]	Social scientists issue joint statement on world tensions		1948_073790_73796.txt
116	73790	1948	73797	[3]	A Report on Tensions Meeting, as a psychiatrist saw it	Rickman, John	1948_073790_73797.txt
117	73790	1948	73800	[4, 5]	1948 working programme set for Amazon Institute	Malina, Frank J.	1948_073790_73800.txt
118	73790	1948	73801	[4, 5]	What is UNESCO's role in scientific research?		1948_073790_73801.txt
119	73790	1948	73802	[5]	Social studies planned of Amazon peoples	Wagley, Charles	1948_073790_73802.txt
120	73790	1948	73803	[6]	I.T.I.: a liaison centre for theatres the world over	Kurtz, Maurice	1948_073790_73803.txt
121	73790	1948	73804	[7]	Close links traced between early Greek/Syrian cultures	Leroy, J.	1948_073790_73804.txt
122	73790	1948	73805	[7, 8]	Dr. Cheng describes close cooperation between China and UNESCO		1948_073790_73805.txt
123	73790	1948	73806	[7]	Some historic elements of Persian painting as a world influence	Oskoui, Akbar M.	1948_073790_73806.txt
124	73790	1948	73807	[8]	The Story of the United Nations Radio		1948_073790_73807.txt
125	73790	1948	74503	[1, 3]	Museum directors gather at first World Conference		1948_073790_74503.txt
126	73790	1948	380008	[1, 6]	International theater institute formed in Prague		1948_073790_380008.txt
127	73809	1948	73810	[1, 2]	Executive Board hears UNESCO progress report		1948_073809_73810.txt
128	73809	1948	73811	[1, 2]	New international agency to help war orphans		1948_073809_73811.txt
129	73809	1948	73812	[1, 2]	University leaders meet at Utrecht Conference		1948_073809_73812.txt
130	73809	1948	73813	[2]	New international agency	Rivolta, Antonio	1948_073809_73813.txt
131	73809	1948	73814	[3]	UNESCO's role in science, a catalysis for progress	Auger, Pierre	1948_073809_73814.txt
132	73809	1948	73816	[4]	Ideas Group formed to spur production		1948_073809_73816.txt
133	73809	1948	73817	[4]	Mass Media Projects Division to dramatize world cooperation		1948_073809_73817.txt
134	73809	1948	73818	[4]	Need for teamwork to be stressed		1948_073809_73818.txt
135	73809	1948	73819	[5]	Press, film, radio to be mobilized for peace		1948_073809_73819.txt
136	73809	1948	73820	[5]	Technical Needs Commission studies field reports		1948_073809_73820.txt
137	73809	1948	73821	[6]	Exchange of persons programme vital to mutual understanding	Carter, William D.	1948_073809_73821.txt
138	73809	1948	73822	[6]	Behind the world programme, another view of UNESCO		1948_073809_73822.txt
139	73809	1948	73823	[7]	UNESCO National Commissions make programme effective		1948_073809_73823.txt
140	73809	1948	73824	[7]	U.S.A: 5 regional meetings		1948_073809_73824.txt
141	73809	1948	73826	[7]	Philippine group links people with UNESCO	Alzona, Encarnacion	1948_073809_73826.txt
142	73809	1948	73827	[8]	Distinguished world thinkers study bases of human rights	Havet, Jacques	1948_073809_73827.txt
143	73809	1948	73828	[8]	World music catalogue to list best reproductions	Azevedo, Luiz Heitor Correa de	1948_073809_73828.txt
144	73809	1948	74504	[3]	Pacific Science Congress given UNESCO grant		1948_073809_74504.txt
145	73809	1948	74505	[3]	Emergency Credits Plan studied		1948_073809_74505.txt
146	73809	1948	380009	[1, 6]	Key educators at four seminars: Study teaching for a world society		1948_073809_380009.txt
147	73829	1948	73830	[1, 6]	University problems viewed at Utrecht Congress		1948_073829_73830.txt
148	73829	1948	73832	[1, 7]	Scientists create World Mental Health Federation		1948_073829_73832.txt
149	73829	1948	73833	[2]	Stix Pix Biz Nix	Voskovec, George	1948_073829_73833.txt
150	73829	1948	73834	[2, 8]	Book Coupon Scheme experiment under way	Zuckerman, J.	1948_073829_73834.txt
151	73829	1948	73835	[3, 6]	Orient - Occident cultural co-operation stressed	Lin Yutang	1948_073829_73835.txt
152	73829	1948	73836	[3, 6]	Pragmatic viewpoints on human rights		1948_073829_73836.txt
153	73829	1948	73837	[4]	Educators study UN for classroom teaching		1948_073829_73837.txt
154	73829	1948	73838	[4]	World body strives to lower news barriers		1948_073829_73838.txt
155	73829	1948	73839	[4, 5]	UNESCO-UN: teamwork embraces five continents	Laves, Walter Herman Carl	1948_073829_73839.txt
156	73829	1948	73840	[5]	Human rights		1948_073829_73840.txt
157	73829	1948	73841	[5]	Cameramen tell story of world social problems		1948_073829_73841.txt
158	73829	1948	73842	[4, 5]	Agencies stress role of travel fellowships		1948_073829_73842.txt
159	73829	1948	73843	[6]	Art treasures to be put within reach of all		1948_073829_73843.txt
160	73829	1948	73844	[6]	School for librarians opens in England		1948_073829_73844.txt
161	73829	1948	73845	[7]	Education in colonies poses UNESCO problem	Cortesao, Armando	1948_073829_73845.txt
162	73829	1948	73846	[7]	All China's children do not smile		1948_073829_73846.txt
163	73829	1948	73847	[8]	Brazil sets up Folklore Institute		1948_073829_73847.txt
164	73829	1948	73848	[8]	Is Amazon legend just a myth?	Tavares Bastos, Antonio Dias	1948_073829_73848.txt
165	73829	1948	73849	[8]	UNESCO plans assistance for Latin American scientists		1948_073829_73849.txt
166	73829	1948	380010	[1]	Unesco conference holds special session		1948_073829_380010.txt
167	73850	1948	73851	[1, 6]	Scientists at Fontainebleau study nature preservation		1948_073850_73851.txt
168	73850	1948	73852	[1, 6]	Latin Americans coordinate scientific work		1948_073850_73852.txt
169	73850	1948	73853	[2, 6]	Brussels Meeting extends Copyright Convention	Hepp, François	1948_073850_73853.txt
170	73850	1948	73854	[2]	Literary pool links world cultural reviews	Cabrini, Gabrielle	1948_073850_73854.txt
171	73850	1948	73855	[3]	Tiny Lebanon offers great cultural wealth	Aboussouan, Camille	1948_073850_73855.txt
172	73850	1948	73856	[3]	Iran extends its educational programme	Maleki, A.H.	1948_073850_73856.txt
173	73850	1948	73857	[4]	UNESCO sums up 1947-1948: press, radio, film needs	Desjardins, Philippe	1948_073850_73857.txt
174	73850	1948	73858	[4]	More newsprint urged by Press Commission		1948_073850_73858.txt
175	73850	1948	73859	[4, 5]	Cheaper films wanted for educational aims		1948_073850_73859.txt
176	73850	1948	73860	[5]	Survey shows radio deficiencies		1948_073850_73860.txt
177	73850	1948	73861	[5]	Mass schooling, technical training stressed by radio experts		1948_073850_73861.txt
178	73850	1948	73862	[6]	Forty agreements signed with non-governmental bodies	Hercik, V.	1948_073850_73862.txt
179	73850	1948	73863	[7]	Improvement of textbooks sought in Member States	Quillen, James I.	1948_073850_73863.txt
180	73850	1948	73864	[7]	Ruth Benedict's last message on... cultural continuity in civilized world	Benedict, Ruth	1948_073850_73864.txt
181	73850	1948	73865	[8]	"One in the eye! Exhibits ""bring home"" UNESCO message"	Williams, W.E.	1948_073850_73865.txt
182	73850	1948	73866	[8]	An Educational weapon: the museum	Hamlin, Chauncey J.	1948_073850_73866.txt
183	73850	1948	380011	[1, 2]	Beirut prepares to receive Unesco conference		1948_073850_380011.txt
184	73867	1948	73868	[1, 6]	Dr. Huxley's suggestions for... the advance of world civilization	Huxley, Julian	1948_073867_73868.txt
185	73867	1948	73870	[1, 7]	MacArthur accepts UNESCO programme in Japan		1948_073867_73870.txt
186	73867	1948	73871	[2]	Middle East Cultural Liaison Office proposed	Azam, Victor	1948_073867_73871.txt
187	73867	1948	73872	[3, 7]	"Spotlight on Arab thought: Taha Hussein calls UNESCO ""common man-elite link"""	Hussein, Taha	1948_073867_73872.txt
188	73867	1948	73873	[3, 7]	A Philosopher looks at Arab literature among world classics	Elfandi, S.	1948_073867_73873.txt
189	73867	1948	73875	[4]	Educational, scientific and cultural reconstruction		1948_073867_73875.txt
190	73867	1948	73876	[4]	Natural sciences		1948_073867_73876.txt
191	73867	1948	73877	[4, 5]	Emphasis on education clearing-house function		1948_073867_73877.txt
192	73867	1948	73878	[5]	Achievements in the social sciences		1948_073867_73878.txt
193	73867	1948	73879	[5]	Mass communications		1948_073867_73879.txt
194	73867	1948	73880	[5]	Echanges culturels : arts - lettres - philosophie		1948_073867_73880.txt
195	73867	1948	73881	[7]	"U.S. Commission studies ""UNESCO in a divided world"""		1948_073867_73881.txt
196	73867	1948	73882	[7]	The Place of women in UNESCO: an Indian view	Kaur, Rajkumari Amrit	1948_073867_73882.txt
197	73867	1948	73883	[8]	Conditions of intellectual activity in the Arab world: a Lebanese speaks out	Malik, Charles	1948_073867_73883.txt
198	73867	1948	380012	[1, 2]	Conference opens in Lebanon November 17th		1948_073867_380012.txt
199	73867	1948	380013	[1, 2]	What the delegates will discuss in Beirut		1948_073867_380013.txt
200	73886	1949	73887	[1]	Human Rights Day urged by UNESCO Head		1949_073886_73887.txt
201	73886	1949	73888	[1]	Duty-free film agreement up for world ratification		1949_073886_73888.txt
202	73886	1949	73889	[2]	Education: a doctrine for peace; story of Torres Bodet's life		1949_073886_73889.txt
203	73886	1949	73890	[2]	Appeal to world press		1949_073886_73890.txt
204	73886	1949	73891	[3]	Food and people: UNESCO issues challenge to society and science	Bronowski, Jacob	1949_073886_73891.txt
205	73886	1949	73892	[3]	Weekly radio review to start February 19		1949_073886_73892.txt
206	73886	1949	73893	[4]	We must raise the moral and intellectual conditions of the masses	Torres Bodet, Jaime	1949_073886_73893.txt
207	73886	1949	73894	[4, 5, 8]	A Dual duty for UNESCO and its Members: Huxley's parting words, a call to all nations for self-inquiry		1949_073886_73894.txt
208	73886	1949	73896	[6]	Noted Indian thinker heads Executive Board		1949_073886_73896.txt
209	73886	1949	73897	[6]	New book currency now in circulation		1949_073886_73897.txt
210	73886	1949	73898	[7]	Study abroad: over 10,500 awards in fellowship handbook		1949_073886_73898.txt
211	73886	1949	73899	[7]	National groups end first world meeting		1949_073886_73899.txt
212	73886	1949	73900	[7]	Education missions leaving for Philippines, Afghanistan		1949_073886_73900.txt
213	73886	1949	73901	[7]	Experts make plans to assist intellectual and M.E. refugees		1949_073886_73901.txt
214	73886	1949	73902	[10]	On the threshold of 1949: the new UNESCO programme		1949_073886_73902.txt
215	73886	1949	73904	[10]	Reconstructing the damages of war		1949_073886_73904.txt
216	73886	1949	73905	[11]	A Broad educational programme for people of all ages		1949_073886_73905.txt
217	73886	1949	73906	[12, 13]	The Natural, the social sciences		1949_073886_73906.txt
218	73886	1949	73907	[13]	Cultural activity: philosophy and humanistic studies		1949_073886_73907.txt
219	73886	1949	73908	[12, 13]	The UNESCO budget for 1949		1949_073886_73908.txt
220	73886	1949	73909	[14]	Cultural interchange between countries		1949_073886_73909.txt
221	73886	1949	73910	[14]	UNESCO's fellowship programme		1949_073886_73910.txt
222	73886	1949	262402	[1, 8]	Jaime Torres Bodet elected Director-General		1949_073886_262402.txt
223	73912	1949	73913	[2]	The Need for professional training of journalists	Desmond, Robert William	1949_073912_73913.txt
224	73912	1949	73915	[2]	Problems of UNESCO		1949_073912_73915.txt
225	73912	1949	73916	[2]	UNESCO official decries press 'scandal' reports	Laves, Walter Herman Carl	1949_073912_73916.txt
226	73912	1949	73917	[3, 11]	Schuman, Bidault welcome Torres Bodet at French National Commission		1949_073912_73917.txt
227	73912	1949	73918	[3]	UNESCO maps vast programme on human rights		1949_073912_73918.txt
228	73912	1949	73919	[3]	UNESCO sets up priority system for 1949 work		1949_073912_73919.txt
229	73912	1949	73920	[3]	"France, Ecuador become first nations to adopt ""Human Rights Day"""		1949_073912_73920.txt
230	73912	1949	73921	[4]	A Manifesto of the International Music Fund		1949_073912_73921.txt
231	73912	1949	73922	[4]	Musicologists create World Council		1949_073912_73922.txt
232	73912	1949	73923	[5]	These are children of Europe: dismal serenade		1949_073912_73923.txt
233	73912	1949	73925	[6, 7, 8]	Somewhere in Europe: a photographer highlights the drama of post-war youngsters		1949_073912_73925.txt
234	73912	1949	73926	[9, 11]	Teen-age 'républicains' plug for world federation		1949_073912_73926.txt
235	73912	1949	73927	[9, 11]	What is being done to heal the wounds?	Pile, W.D.	1949_073912_73927.txt
236	73912	1949	73929	[10]	Indian demographer looks at world population problems	Chandrasekhar, Sripati	1949_073912_73929.txt
237	73912	1949	73930	[10]	Humanists set up international body with UNESCO support		1949_073912_73930.txt
238	73912	1949	73931	[10]	U.S. Conference to stress group, individual action for UNESCO		1949_073912_73931.txt
239	73912	1949	73932	[11]	A New Zealander views UNESCO educational missions	Beeby, Clarence Edward	1949_073912_73932.txt
240	73912	1949	73934	[12]	The Case against and for 'comic books'		1949_073912_73934.txt
241	73912	1949	73935	[12]	Did your local radio carry this news?		1949_073912_73935.txt
242	73938	1949	73939	[1, 7]	The Internationalist	Bohr, Niels	1949_073938_73939.txt
243	73938	1949	73940	[2]	Is a world council of philosophy really necessary?	Fawtier, Robert	1949_073938_73940.txt
244	73938	1949	73942	[2]	UNESCO reports education needs of M.E. refugees		1949_073938_73942.txt
245	73938	1949	73943	[3]	Book Coupon Scheme proving a success		1949_073938_73943.txt
246	73938	1949	73944	[3]	Canada, United States set up book exchange centres	Zuckerman, J.	1949_073938_73944.txt
247	73938	1949	73945	[4]	University of the Air: radio organizations agree on plans for series of world university programmes to start next October		1949_073938_73945.txt
248	73938	1949	73946	[4]	At Paris headquarters UNESCO initiates fortnightly student evening discussions		1949_073938_73946.txt
249	73938	1949	73947	[4]	67 Nations discuss future of short-wave frequencies		1949_073938_73947.txt
250	73938	1949	73948	[9, 10, 11]	The Mission of UNESCO		1949_073938_73948.txt
251	73938	1949	73949	[5]	The Voluntary work camp: a rewarding adventure for peace with youngsters from many lands		1949_073938_73949.txt
252	73938	1949	73950	[6]	W.H.O. stresses importance of joint action with UNESCO	Handler, Joseph	1949_073938_73950.txt
253	73938	1949	73951	[6]	Benefits to man-in-street seen in world medical council		1949_073938_73951.txt
254	73938	1949	73952	[6]	Over 3,000 to attend UNESCO conference in US this month		1949_073938_73952.txt
255	73938	1949	73953	[7]	The Scientist	Compton, A.H.	1949_073938_73953.txt
256	73938	1949	73954	[7]	Seeker after peace	Hadamard, Jacques	1949_073938_73954.txt
257	73938	1949	73955	[8]	Cleaning up China's illiteracy: the story of the 'Little teacher' system as it works in Shangai	Koo, Portia	1949_073938_73955.txt
258	73938	1949	380014	[12]	Torres Bodet's Sorbonne address on declaration of human rights	Torres Bodet, Jaimes	1949_073938_380014.txt
259	73956	1949	73957	[1, 2]	Thousands join in UNESCO rally at Cleveland		1949_073956_73957.txt
260	73956	1949	73958	[2]	Care' to ship books to schools, libraries		1949_073956_73958.txt
261	73956	1949	73960	[3, 4]	UNESCO: a personal faith		1949_073956_73960.txt
262	73956	1949	73961	[5]	Food and people		1949_073956_73961.txt
263	73956	1949	73962	[6, 7, 8, 9]	The Double crisis	Huxley, Aldous	1949_073956_73962.txt
264	73956	1949	73963	[7, 8]	The Way out	Russell, John	1949_073956_73963.txt
265	73956	1949	73964	[9]	Population problems of India and Pakistan	Chandrasekhar, Sripati	1949_073956_73964.txt
266	73956	1949	73965	[10]	Hamlet's castle prepares for adult education meeting		1949_073956_73965.txt
267	73956	1949	73966	[10]	Siam making all-out drive to improve school system	Orata, Pedro T.	1949_073956_73966.txt
268	73956	1949	73967	[11]	UNESCO sponsors history of science publications	Pelseneer, Jean	1949_073956_73967.txt
269	73956	1949	73968	[11]	Health experts set up World Medical Council	Handler, Joseph	1949_073956_73968.txt
270	73956	1949	73969	[12]	Masaccio: a portfolio of high quality colour reproductions		1949_073956_73969.txt
271	73956	1949	380015	[1, 2]	UNESCO can aid U.N Plan for under-developed areas, Torres Bodet says		1949_073956_380015.txt
272	73970	1949	73971	[2]	Geography for world understanding		1949_073970_73971.txt
273	73970	1949	73972	[3, 4]	Teachers hold key to UNESCO aims', Director-General states		1949_073970_73972.txt
274	73970	1949	73973	[3]	Four zones of Germany to profit from UNESCO-created book centre		1949_073970_73973.txt
275	73970	1949	73974	[3]	New literacy drives launched in America		1949_073970_73974.txt
276	73970	1949	73975	[4]	Paris educators' conference stresses world point of view		1949_073970_73975.txt
277	73970	1949	73976	[4]	Summer camp for war orphans to open in France		1949_073970_73976.txt
278	73970	1949	73977	[4]	Grass roots' internationalism achieves positive results: Wichita-Orleans		1949_073970_73977.txt
279	73970	1949	73978	[5]	India in the world today		1949_073970_73978.txt
280	73970	1949	73979	[6]	Nai talim': the Gandhi method of 'education for life'	Kabir, Humayun	1949_073970_73979.txt
281	73970	1949	73980	[6, 7]	Indian literatures and the impact of the West	Dhingra, Baldoon	1949_073970_73980.txt
282	73970	1949	73982	[6, 7]	Rabindranath Tagore: sentinel of the East		1949_073970_73982.txt
283	73970	1949	73983	[7, 9]	Scientific strides of modern India: towards industrialization	Sen, S.N.	1949_073970_73983.txt
284	73970	1949	73984	[7]	System of 'untouchables' abolished		1949_073970_73984.txt
285	73970	1949	73985	[8]	The Artistic revival in India: music, the dance, painting	Rao, Raja	1949_073970_73985.txt
286	73970	1949	73986	[8]	Contemporary Indian films for international understanding	Abbas, Kwaja Ahmad	1949_073970_73986.txt
287	73970	1949	73987	[9]	Population problems of India and Pakistan	Chandrasekhar, Sripati	1949_073970_73987.txt
288	73970	1949	73988	[10, 12]	More newsprint production urged		1949_073970_73988.txt
